,iso_code,region_group,income_group,country,year,category,sex,comp_upsec_v2_m
154649,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2014,Sex,Female,0.566999972
154650,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2014,Sex,Male,0.517099977
154661,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2014,Total,,0.543600023
154683,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2019,Sex,Female,0.599099994
154684,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2019,Sex,Male,0.578000009
154695,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2019,Total,,0.589299977
154737,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2020,Sex,Female,0.653900027
154738,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2020,Sex,Male,0.634500027
154749,SLV,Latin America and the Caribbean,Upper middle income,El Salvador,2020,Total,,0.644400001
154788,SRB,Europe and Northern America,Upper middle income,Serbia,2010,Sex,Female,0.717199981
154789,SRB,Europe and Northern America,Upper middle income,Serbia,2010,Sex,Male,0.657700002
154800,SRB,Europe and Northern America,Upper middle income,Serbia,2010,Total,,0.686600029
154839,SRB,Europe and Northern America,Upper middle income,Serbia,2011,Sex,Female,0.717199981
154840,SRB,Europe and Northern America,Upper middle income,Serbia,2011,Sex,Male,0.657700002
154851,SRB,Europe and Northern America,Upper middle income,Serbia,2011,Total,,0.686600029
154894,STP,Sub-Saharan Africa,Lower middle income,S. Tome/Principe,2008,Sex,Female,0.064000003
154895,STP,Sub-Saharan Africa,Lower middle income,S. Tome/Principe,2008,Sex,Male,0.129500002
154906,STP,Sub-Saharan Africa,Lower middle income,S. Tome/Principe,2008,Total,,0.093800001
154948,STP,Sub-Saharan Africa,Lower middle income,S. Tome/Principe,2009,Sex,Female,0.064000003
154949,STP,Sub-Saharan Africa,Lower middle income,S. Tome/Principe,2009,Sex,Male,0.129500002
154960,STP,Sub-Saharan Africa,Lower middle income,S. Tome/Principe,2009,Total,,0.093800001
154981,TCA,Latin America and the Caribbean,High income,Turks/Caicos Is,2019,Sex,Female,
154982,TCA,Latin America and the Caribbean,High income,Turks/Caicos Is,2019,Sex,Male,
154990,TCA,Latin America and the Caribbean,High income,Turks/Caicos Is,2019,Total,,
155015,TCA,Latin America and the Caribbean,High income,Turks/Caicos Is,2020,Sex,Female,0.958899975
155016,TCA,Latin America and the Caribbean,High income,Turks/Caicos Is,2020,Sex,Male,0.996299982
155027,TCA,Latin America and the Caribbean,High income,Turks/Caicos Is,2020,Total,,0.976899981
155070,TCD,Sub-Saharan Africa,Low income,Chad,2014,Sex,Female,0.054900002
155071,TCD,Sub-Saharan Africa,Low income,Chad,2014,Sex,Male,0.146400005
155082,TCD,Sub-Saharan Africa,Low income,Chad,2014,Total,,0.098099999
155124,TCD,Sub-Saharan Africa,Low income,Chad,2015,Sex,Female,0.054900002
155125,TCD,Sub-Saharan Africa,Low income,Chad,2015,Sex,Male,0.146400005
155136,TCD,Sub-Saharan Africa,Low income,Chad,2015,Total,,0.098099999
155173,TGO,Sub-Saharan Africa,Low income,Togo,2010,Sex,Female,0.072400004
155174,TGO,Sub-Saharan Africa,Low income,Togo,2010,Sex,Male,0.124499999
155185,TGO,Sub-Saharan Africa,Low income,Togo,2010,Total,,0.097000003
155227,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2012,Sex,Female,0.595600009
155228,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2012,Sex,Male,0.520200014
155239,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2012,Total,,0.557699978
155281,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2013,Sex,Female,0.584299982
155282,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2013,Sex,Male,0.4991
155293,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2013,Total,,0.541499972
155335,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2015,Sex,Female,0.620800018
155336,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2015,Sex,Male,0.504400015
155347,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2015,Total,,0.563199997
155389,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2016,Sex,Female,0.63410002
155390,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2016,Sex,Male,0.513000011
155401,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2016,Total,,0.574400008
155441,TJK,Central and Southern Asia,Lower middle income,Tajikistan,2006,Sex,Female,0.452600002
155442,TJK,Central and Southern Asia,Lower middle income,Tajikistan,2006,Sex,Male,0.664300025
155453,TJK,Central and Southern Asia,Lower middle income,Tajikistan,2006,Total,,0.55400002
155459,TJK,Central and Southern Asia,Lower middle income,Tajikistan,2017,Total,,0.716300011
155487,TKM,Central and Southern Asia,Upper middle income,Turkmenistan,2015,Sex,Female,0.968599975
155488,TKM,Central and Southern Asia,Upper middle income,Turkmenistan,2015,Sex,Male,0.941299975
155499,TKM,Central and Southern Asia,Upper middle income,Turkmenistan,2015,Total,,0.95630002
155532,TKM,Central and Southern Asia,Upper middle income,Turkmenistan,2016,Sex,Female,0.968599975
155533,TKM,Central and Southern Asia,Upper middle income,Turkmenistan,2016,Sex,Male,0.941299975
155544,TKM,Central and Southern Asia,Upper middle income,Turkmenistan,2016,Total,,0.95630002
155586,TTO,Latin America and the Caribbean,High income,Trinidad/Tobago,2011,Sex,Female,0.85769999
155587,TTO,Latin America and the Caribbean,High income,Trinidad/Tobago,2011,Sex,Male,0.774500012
155598,TTO,Latin America and the Caribbean,High income,Trinidad/Tobago,2011,Total,,0.815999985
155644,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2013,Sex,Female,0.432300001
155645,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2013,Sex,Male,0.412200004
155656,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2013,Total,,0.421499997
155694,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2014,Sex,Female,0.568799973
155695,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2014,Sex,Male,0.549799979
155706,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2014,Total,,0.558700025
155733,TUV,Oceania,Upper middle income,Tuvalu,2019,Sex,Female,0.643299997
155734,TUV,Oceania,Upper middle income,Tuvalu,2019,Sex,Male,0.468899995
155745,TUV,Oceania,Upper middle income,Tuvalu,2019,Total,,0.552299976
155776,TUV,Oceania,Upper middle income,Tuvalu,2020,Sex,Female,0.636600018
155777,TUV,Oceania,Upper middle income,Tuvalu,2020,Sex,Male,0.474000007
155788,TUV,Oceania,Upper middle income,Tuvalu,2020,Total,,0.551800013
155800,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2012,Sex,Female,0.064199999
155801,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2012,Sex,Male,0.113899998
155802,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2012,Total,,0.086499996
155809,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2018,Sex,Female,0.051600002
155810,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2018,Sex,Male,0.100000001
155811,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2018,Total,,0.073100001
155818,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2019,Sex,Female,0.129999995
155819,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2019,Sex,Male,0.169
155820,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2019,Total,,0.115000002
155827,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2021,Sex,Female,
155828,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2021,Sex,Male,
155829,TZA,Sub-Saharan Africa,Lower middle income,U. R. Tanzania,2021,Total,,
155859,UKR,Europe and Northern America,Lower middle income,Ukraine,2012,Sex,Female,0.950299978
155860,UKR,Europe and Northern America,Lower middle income,Ukraine,2012,Sex,Male,0.955200016
155871,UKR,Europe and Northern America,Lower middle income,Ukraine,2012,Total,,0.952899992
155908,UKR,Europe and Northern America,Lower middle income,Ukraine,2013,Sex,Female,0.950299978
155909,UKR,Europe and Northern America,Lower middle income,Ukraine,2013,Sex,Male,0.955200016
155920,UKR,Europe and Northern America,Lower middle income,Ukraine,2013,Total,,0.952899992
155944,URY,Latin America and the Caribbean,High income,Uruguay,2000,Sex,Female,0.393999994
155945,URY,Latin America and the Caribbean,High income,Uruguay,2000,Sex,Male,0.293000013
155946,URY,Latin America and the Caribbean,High income,Uruguay,2000,Total,,0.344999999
155965,URY,Latin America and the Caribbean,High income,Uruguay,2001,Sex,Female,0.407999992
155966,URY,Latin America and the Caribbean,High income,Uruguay,2001,Sex,Male,0.300999999
155967,URY,Latin America and the Caribbean,High income,Uruguay,2001,Total,,0.356000006
155986,URY,Latin America and the Caribbean,High income,Uruguay,2002,Sex,Female,0.419
155987,URY,Latin America and the Caribbean,High income,Uruguay,2002,Sex,Male,0.30399999
155988,URY,Latin America and the Caribbean,High income,Uruguay,2002,Total,,0.363999993
156007,URY,Latin America and the Caribbean,High income,Uruguay,2003,Sex,Female,0.423000008
156008,URY,Latin America and the Caribbean,High income,Uruguay,2003,Sex,Male,0.308999985
156009,URY,Latin America and the Caribbean,High income,Uruguay,2003,Total,,0.367000014
156028,URY,Latin America and the Caribbean,High income,Uruguay,2004,Sex,Female,0.425000012
156029,URY,Latin America and the Caribbean,High income,Uruguay,2004,Sex,Male,0.310000002
156030,URY,Latin America and the Caribbean,High income,Uruguay,2004,Total,,0.368000001
156049,URY,Latin America and the Caribbean,High income,Uruguay,2005,Sex,Female,0.425999999
156050,URY,Latin America and the Caribbean,High income,Uruguay,2005,Sex,Male,0.312000006
156051,URY,Latin America and the Caribbean,High income,Uruguay,2005,Total,,0.368999988
156088,URY,Latin America and the Caribbean,High income,Uruguay,2013,Sex,Female,0.418199986
156089,URY,Latin America and the Caribbean,High income,Uruguay,2013,Sex,Male,0.28639999
156100,URY,Latin America and the Caribbean,High income,Uruguay,2013,Total,,0.351099998
156142,URY,Latin America and the Caribbean,High income,Uruguay,2019,Sex,Female,0.480699986
156143,URY,Latin America and the Caribbean,High income,Uruguay,2019,Sex,Male,0.342099994
156154,URY,Latin America and the Caribbean,High income,Uruguay,2019,Total,,0.409500003
156196,URY,Latin America and the Caribbean,High income,Uruguay,2021,Sex,Female,0.583100021
156197,URY,Latin America and the Caribbean,High income,Uruguay,2021,Sex,Male,0.407700002
156208,URY,Latin America and the Caribbean,High income,Uruguay,2021,Total,,0.49090001
156214,USA,Europe and Northern America,High income,United States,2010,Sex,Female,0.92110002
156215,USA,Europe and Northern America,High income,United States,2010,Sex,Male,0.882099986
156216,USA,Europe and Northern America,High income,United States,2010,Total,,0.901199996
156217,USA,Europe and Northern America,High income,United States,2015,Sex,Female,0.943099976
156218,USA,Europe and Northern America,High income,United States,2015,Sex,Male,0.917400002
156219,USA,Europe and Northern America,High income,United States,2015,Total,,0.929899991
156220,USA,Europe and Northern America,High income,United States,2017,Sex,Female,0.948800027
156221,USA,Europe and Northern America,High income,United States,2017,Sex,Male,0.931100011
156232,USA,Europe and Northern America,High income,United States,2017,Total,,0.939599991
156238,USA,Europe and Northern America,High income,United States,2020,Sex,Female,0.958100021
156239,USA,Europe and Northern America,High income,United States,2020,Sex,Male,0.942900002
156250,USA,Europe and Northern America,High income,United States,2020,Total,,0.950399995
156256,USA,Europe and Northern America,High income,United States,2021,Sex,Female,0.956700027
156257,USA,Europe and Northern America,High income,United States,2021,Sex,Male,0.935400009
156258,USA,Europe and Northern America,High income,United States,2021,Total,,0.945800006
156295,UZB,Central and Southern Asia,Lower middle income,Uzbekistan,2021,Sex,Female,0.941799998
156296,UZB,Central and Southern Asia,Lower middle income,Uzbekistan,2021,Sex,Male,0.958999991
156307,UZB,Central and Southern Asia,Lower middle income,Uzbekistan,2021,Total,,0.949999988
156349,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2010,Sex,Female,0.5097
156350,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2010,Sex,Male,0.457599998
156361,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2010,Total,,0.483900011
156403,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2011,Sex,Female,0.5097
156404,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2011,Sex,Male,0.457599998
156415,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2011,Total,,0.483900011
156457,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2020,Sex,Female,0.860499978
156458,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2020,Sex,Male,0.785899997
156469,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2020,Total,,0.823099971
156511,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2021,Sex,Female,0.648199975
156512,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2021,Sex,Male,0.498600006
156523,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2021,Total,,0.57889998
156568,WSM,Oceania,Lower middle income,Samoa,2019,Sex,Female,0.655200005
156569,WSM,Oceania,Lower middle income,Samoa,2019,Sex,Male,0.48120001
156580,WSM,Oceania,Lower middle income,Samoa,2019,Total,,0.567600012
156593,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2011,Sex,Female,0.520600021
156594,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2011,Sex,Male,0.455000013
156595,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2011,Total,,0.487899989
156602,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2020,Sex,Female,0.617999971
156603,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2020,Sex,Male,0.602599978
156604,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2020,Total,,0.610199988
156611,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2021,Sex,Female,0.651899993
156612,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2021,Sex,Male,0.609300017
156613,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2021,Total,,0.630299985
156645,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2001,Sex,Female,0.118299998
156646,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2001,Sex,Male,0.211400002
156657,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2001,Total,,0.1611
156694,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2002,Sex,Female,0.118299998
156695,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2002,Sex,Male,0.211400002
156706,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2002,Total,,0.1611
156718,ZWE,Sub-Saharan Africa,Lower middle income,Zimbabwe,2012,Sex,Female,0.092900001
156719,ZWE,Sub-Saharan Africa,Lower middle income,Zimbabwe,2012,Sex,Male,0.127499998
156720,ZWE,Sub-Saharan Africa,Lower middle income,Zimbabwe,2012,Total,,0.108499996
163687,MNE,Europe and Northern America,Upper middle income,Montenegro,2018,Sex,Female,
163742,MNG,Eastern and South-eastern Asia,Lower middle income,Mongolia,2018,Sex,Female,
174502,TJK,Central and Southern Asia,Lower middle income,Tajikistan,2017,Sex,Male,
175631,NPL,Central and Southern Asia,Lower middle income,Nepal,2010,Total,,0.330199987
175632,NPL,Central and Southern Asia,Lower middle income,Nepal,2010,Sex,Female,0.2755
175633,NPL,Central and Southern Asia,Lower middle income,Nepal,2010,Sex,Male,0.393299997
177774,USA,Europe and Northern America,High income,United States,2013,Total,,0.915300012
177775,USA,Europe and Northern America,High income,United States,2013,Sex,Male,0.901000023
177776,USA,Europe and Northern America,High income,United States,2013,Sex,Female,0.930000007
177853,USA,Europe and Northern America,High income,United States,2016,Total,,0.924499989
177854,USA,Europe and Northern America,High income,United States,2016,Sex,Male,0.912699997
177855,USA,Europe and Northern America,High income,United States,2016,Sex,Female,0.936500013
177933,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2013,Total,,0.960099995
177934,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2013,Sex,Male,0.959800005
177935,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2013,Sex,Female,0.960300028
177991,ISR,Northern Africa and Western Asia,High income,Israel,2012,Total,,
177992,ISR,Northern Africa and Western Asia,High income,Israel,2012,Sex,Male,
177993,ISR,Northern Africa and Western Asia,High income,Israel,2012,Sex,Female,
178114,PAN,Latin America and the Caribbean,High income,Panama,2016,Total,,0.638199985
178170,USA,Europe and Northern America,High income,United States,2017,Total,,0.922200024
178659,AUS,Oceania,High income,Australia,2014,Total,,0.850300014
178667,AUS,Oceania,High income,Australia,2014,Sex,Female,0.871999979
178668,AUS,Oceania,High income,Australia,2014,Sex,Male,0.828100026
178733,AUS,Oceania,High income,Australia,2016,Total,,0.873000026
178742,AUS,Oceania,High income,Australia,2016,Sex,Female,0.891900003
178743,AUS,Oceania,High income,Australia,2016,Sex,Male,0.855400026
178811,AUS,Oceania,High income,Australia,2018,Total,,0.903100014
178820,AUS,Oceania,High income,Australia,2018,Sex,Female,0.941699982
178821,AUS,Oceania,High income,Australia,2018,Sex,Male,0.866299987
178890,CAN,Europe and Northern America,High income,Canada,2018,Total,,
178903,CAN,Europe and Northern America,High income,Canada,2018,Sex,Female,
178904,CAN,Europe and Northern America,High income,Canada,2018,Sex,Male,
179121,MLI,Sub-Saharan Africa,Low income,Mali,2020,Total,,0.075099997
179133,MLI,Sub-Saharan Africa,Low income,Mali,2020,Sex,Female,0.052099999
179134,MLI,Sub-Saharan Africa,Low income,Mali,2020,Sex,Male,0.111699998
179356,USA,Europe and Northern America,High income,United States,2020,Total,,0.927100003
179419,USA,Europe and Northern America,High income,United States,2020,Sex,Female,0.935000002
179420,USA,Europe and Northern America,High income,United States,2020,Sex,Male,0.91900003
180330,AUT,Europe and Northern America,High income,Austria,2006,Total,,0.841400027
180334,AUT,Europe and Northern America,High income,Austria,2006,Sex,Female,0.862100005
180335,AUT,Europe and Northern America,High income,Austria,2006,Sex,Male,0.819500029
180366,AUT,Europe and Northern America,High income,Austria,2007,Total,,0.828400016
180370,AUT,Europe and Northern America,High income,Austria,2007,Sex,Female,0.855099976
180371,AUT,Europe and Northern America,High income,Austria,2007,Sex,Male,0.800100029
180402,AUT,Europe and Northern America,High income,Austria,2008,Total,,0.832499981
180406,AUT,Europe and Northern America,High income,Austria,2008,Sex,Female,0.843400002
180407,AUT,Europe and Northern America,High income,Austria,2008,Sex,Male,0.820800006
180438,AUT,Europe and Northern America,High income,Austria,2009,Total,,0.847599983
180442,AUT,Europe and Northern America,High income,Austria,2009,Sex,Female,0.852299988
180443,AUT,Europe and Northern America,High income,Austria,2009,Sex,Male,0.842700005
180474,AUT,Europe and Northern America,High income,Austria,2010,Total,,0.843400002
180478,AUT,Europe and Northern America,High income,Austria,2010,Sex,Female,0.856100023
180479,AUT,Europe and Northern America,High income,Austria,2010,Sex,Male,0.830500007
180510,AUT,Europe and Northern America,High income,Austria,2011,Total,,0.840600014
180514,AUT,Europe and Northern America,High income,Austria,2011,Sex,Female,0.860700011
180515,AUT,Europe and Northern America,High income,Austria,2011,Sex,Male,0.819999993
180546,AUT,Europe and Northern America,High income,Austria,2012,Total,,0.847899973
180550,AUT,Europe and Northern America,High income,Austria,2012,Sex,Female,0.867200017
180551,AUT,Europe and Northern America,High income,Austria,2012,Sex,Male,0.829400003
180582,AUT,Europe and Northern America,High income,Austria,2013,Total,,0.858500004
180586,AUT,Europe and Northern America,High income,Austria,2013,Sex,Female,0.867399991
180587,AUT,Europe and Northern America,High income,Austria,2013,Sex,Male,0.849799991
180618,AUT,Europe and Northern America,High income,Austria,2014,Total,,0.885900021
180622,AUT,Europe and Northern America,High income,Austria,2014,Sex,Female,0.896300018
180623,AUT,Europe and Northern America,High income,Austria,2014,Sex,Male,0.875100017
180654,AUT,Europe and Northern America,High income,Austria,2015,Total,,0.880400002
180658,AUT,Europe and Northern America,High income,Austria,2015,Sex,Female,0.890399992
180659,AUT,Europe and Northern America,High income,Austria,2015,Sex,Male,0.870000005
180690,AUT,Europe and Northern America,High income,Austria,2016,Total,,0.887799978
180694,AUT,Europe and Northern America,High income,Austria,2016,Sex,Female,0.906400025
180695,AUT,Europe and Northern America,High income,Austria,2016,Sex,Male,0.869599998
180726,AUT,Europe and Northern America,High income,Austria,2017,Total,,0.864899993
180730,AUT,Europe and Northern America,High income,Austria,2017,Sex,Female,0.894699991
180731,AUT,Europe and Northern America,High income,Austria,2017,Sex,Male,0.835799992
180762,AUT,Europe and Northern America,High income,Austria,2018,Total,,0.865400016
180766,AUT,Europe and Northern America,High income,Austria,2018,Sex,Female,0.896200001
180767,AUT,Europe and Northern America,High income,Austria,2018,Sex,Male,0.833599985
180798,AUT,Europe and Northern America,High income,Austria,2019,Total,,0.858399987
180802,AUT,Europe and Northern America,High income,Austria,2019,Sex,Female,0.896499991
180803,AUT,Europe and Northern America,High income,Austria,2019,Sex,Male,0.818799973
180834,AUT,Europe and Northern America,High income,Austria,2020,Total,,0.846099973
180838,AUT,Europe and Northern America,High income,Austria,2020,Sex,Female,0.888000011
180839,AUT,Europe and Northern America,High income,Austria,2020,Sex,Male,0.803799987
180870,AUT,Europe and Northern America,High income,Austria,2021,Total,,0.853200018
180874,AUT,Europe and Northern America,High income,Austria,2021,Sex,Female,0.885399997
180875,AUT,Europe and Northern America,High income,Austria,2021,Sex,Male,0.819000006
180906,BEL,Europe and Northern America,High income,Belgium,2006,Total,,0.82249999
180918,BEL,Europe and Northern America,High income,Belgium,2006,Sex,Female,0.862399995
180919,BEL,Europe and Northern America,High income,Belgium,2006,Sex,Male,0.783100009
180991,BEL,Europe and Northern America,High income,Belgium,2007,Total,,0.822399974
181003,BEL,Europe and Northern America,High income,Belgium,2007,Sex,Female,0.853799999
181004,BEL,Europe and Northern America,High income,Belgium,2007,Sex,Male,0.791800022
181078,BEL,Europe and Northern America,High income,Belgium,2008,Total,,0.817799985
181090,BEL,Europe and Northern America,High income,Belgium,2008,Sex,Female,0.840600014
181091,BEL,Europe and Northern America,High income,Belgium,2008,Sex,Male,0.796199977
181163,BEL,Europe and Northern America,High income,Belgium,2009,Total,,0.826600015
181175,BEL,Europe and Northern America,High income,Belgium,2009,Sex,Female,0.850600004
181176,BEL,Europe and Northern America,High income,Belgium,2009,Sex,Male,0.803200006
181248,BEL,Europe and Northern America,High income,Belgium,2010,Total,,0.824100018
181260,BEL,Europe and Northern America,High income,Belgium,2010,Sex,Female,0.842100024
181261,BEL,Europe and Northern America,High income,Belgium,2010,Sex,Male,0.805700004
181334,BEL,Europe and Northern America,High income,Belgium,2011,Total,,0.80339998
181346,BEL,Europe and Northern America,High income,Belgium,2011,Sex,Female,0.839900017
181347,BEL,Europe and Northern America,High income,Belgium,2011,Sex,Male,0.765699983
181420,BEL,Europe and Northern America,High income,Belgium,2012,Total,,0.830900013
181432,BEL,Europe and Northern America,High income,Belgium,2012,Sex,Female,0.863300025
181433,BEL,Europe and Northern America,High income,Belgium,2012,Sex,Male,0.798699975
181522,BEL,Europe and Northern America,High income,Belgium,2013,Total,,0.824400008
181534,BEL,Europe and Northern America,High income,Belgium,2013,Sex,Female,0.863799989
181535,BEL,Europe and Northern America,High income,Belgium,2013,Sex,Male,0.784600019
181624,BEL,Europe and Northern America,High income,Belgium,2014,Total,,0.839600027
181636,BEL,Europe and Northern America,High income,Belgium,2014,Sex,Female,0.873899996
181637,BEL,Europe and Northern America,High income,Belgium,2014,Sex,Male,0.806100011
181726,BEL,Europe and Northern America,High income,Belgium,2015,Total,,0.844799995
181738,BEL,Europe and Northern America,High income,Belgium,2015,Sex,Female,0.872300029
181739,BEL,Europe and Northern America,High income,Belgium,2015,Sex,Male,0.817900002
181830,BEL,Europe and Northern America,High income,Belgium,2016,Total,,0.845000029
181842,BEL,Europe and Northern America,High income,Belgium,2016,Sex,Female,0.873700023
181843,BEL,Europe and Northern America,High income,Belgium,2016,Sex,Male,0.817099988
181932,BEL,Europe and Northern America,High income,Belgium,2017,Total,,0.854099989
181944,BEL,Europe and Northern America,High income,Belgium,2017,Sex,Female,0.879400015
181945,BEL,Europe and Northern America,High income,Belgium,2017,Sex,Male,0.828400016
182032,BEL,Europe and Northern America,High income,Belgium,2018,Total,,0.858799994
182044,BEL,Europe and Northern America,High income,Belgium,2018,Sex,Female,0.908800006
182045,BEL,Europe and Northern America,High income,Belgium,2018,Sex,Male,0.816299975
182126,BEL,Europe and Northern America,High income,Belgium,2019,Total,,0.852999985
182138,BEL,Europe and Northern America,High income,Belgium,2019,Sex,Female,0.89349997
182139,BEL,Europe and Northern America,High income,Belgium,2019,Sex,Male,0.813499987
182223,BEL,Europe and Northern America,High income,Belgium,2020,Total,,0.865999997
182235,BEL,Europe and Northern America,High income,Belgium,2020,Sex,Female,0.887499988
182236,BEL,Europe and Northern America,High income,Belgium,2020,Sex,Male,0.843900025
182316,BEL,Europe and Northern America,High income,Belgium,2021,Total,,0.881099999
182328,BEL,Europe and Northern America,High income,Belgium,2021,Sex,Female,0.907100022
182329,BEL,Europe and Northern America,High income,Belgium,2021,Sex,Male,0.855799973
182408,BGR,Europe and Northern America,Upper middle income,Bulgaria,2006,Total,,0.807500005
182415,BGR,Europe and Northern America,Upper middle income,Bulgaria,2006,Sex,Female,0.815500021
182416,BGR,Europe and Northern America,Upper middle income,Bulgaria,2006,Sex,Male,0.800000012
182471,BGR,Europe and Northern America,Upper middle income,Bulgaria,2007,Total,,0.846000016
182478,BGR,Europe and Northern America,Upper middle income,Bulgaria,2007,Sex,Female,0.845799983
182479,BGR,Europe and Northern America,Upper middle income,Bulgaria,2007,Sex,Male,0.846300006
182534,BGR,Europe and Northern America,Upper middle income,Bulgaria,2008,Total,,0.843299985
182541,BGR,Europe and Northern America,Upper middle income,Bulgaria,2008,Sex,Female,0.834599972
182542,BGR,Europe and Northern America,Upper middle income,Bulgaria,2008,Sex,Male,0.852400005
182597,BGR,Europe and Northern America,Upper middle income,Bulgaria,2009,Total,,0.854099989
182604,BGR,Europe and Northern America,Upper middle income,Bulgaria,2009,Sex,Female,0.838199973
182605,BGR,Europe and Northern America,Upper middle income,Bulgaria,2009,Sex,Male,0.870100021
182660,BGR,Europe and Northern America,Upper middle income,Bulgaria,2010,Total,,0.866999984
182667,BGR,Europe and Northern America,Upper middle income,Bulgaria,2010,Sex,Female,0.860000014
182668,BGR,Europe and Northern America,Upper middle income,Bulgaria,2010,Sex,Male,0.87349999
182723,BGR,Europe and Northern America,Upper middle income,Bulgaria,2011,Total,,0.864199996
182730,BGR,Europe and Northern America,Upper middle income,Bulgaria,2011,Sex,Female,0.852800012
182731,BGR,Europe and Northern America,Upper middle income,Bulgaria,2011,Sex,Male,0.874499977
182786,BGR,Europe and Northern America,Upper middle income,Bulgaria,2012,Total,,0.873600006
182793,BGR,Europe and Northern America,Upper middle income,Bulgaria,2012,Sex,Female,0.887700021
182794,BGR,Europe and Northern America,Upper middle income,Bulgaria,2012,Sex,Male,0.860499978
182849,BGR,Europe and Northern America,Upper middle income,Bulgaria,2013,Total,,0.860000014
182856,BGR,Europe and Northern America,Upper middle income,Bulgaria,2013,Sex,Female,0.858799994
182857,BGR,Europe and Northern America,Upper middle income,Bulgaria,2013,Sex,Male,0.861100018
182912,BGR,Europe and Northern America,Upper middle income,Bulgaria,2014,Total,,0.877300024
182919,BGR,Europe and Northern America,Upper middle income,Bulgaria,2014,Sex,Female,0.886699975
182920,BGR,Europe and Northern America,Upper middle income,Bulgaria,2014,Sex,Male,0.868399978
182975,BGR,Europe and Northern America,Upper middle income,Bulgaria,2015,Total,,0.878000021
